ns1:org_name_short,ns1:inn
"АНО ""ИИЦ ""СЕЛЬСКИЙ ТРУЖЕНИК """,7212004680
"ООО ""ТАНДЕМ""",5011024348
"ООО ФИРМА ""КВАЗАР""",2309016786
"ООО ""ТЕЛЕТЕКСТ-ПЛЮС""",2631036122
"ООО ""МЕДИА-ПЛЮС""",5920034112
ЦЕНТР ДОСУГА,1411003793
,4726001918
"АНО ""ИИЦ ""АРМИЗОНСКИЙ ВЕСТНИК""",7209261656
"ООО ""МЕДИАГОРОД""",6632031565
"ООО ""РТЦ ""РАЗВИТИЕ""",0276902180
"ООО ""ТАТАРСКОЕ РАДИО""",1655026844
"ООО ""ИНТЕРТЕЛЕКОМ""",1650092280
"ООО ""СПУТНИК""",5911049970
"ООО ""АННА ЕГОРОВА""",2365015480
"МБУ ИДЦ ""КОРАБЛИНО""",6206001785
"ООО ""ТРАНСАВТОСЕРВИС""",2127015890
"ООО ""СПЕКТР""",3801134241
"ООО ""ВИТИМ-ТЕЛЕКОМ""",3802012207
"ООО ""711.РУ""",7717678106
"ООО ""РАДИО ПЛЮС""",1326208870
"ООО ""РА ""АНТУРАЖ""",6914018724
"ГБУ ""АГЕНТСТВО ""АМУРМЕДИА""",2801122170
"ООО ""СОЗВЕЗДИЕ ОРИОН""",6312067756
"ООО ""ПЕРЕСЛАВЛЬ ФМ""",7608020490
"МБУ ""ТПРВО""",3321022971
"ЗАО ""НПО ""РАУМ""",5003000456
"ОГАУ ""АИК""",5321131036
"ООО ""ПАРТНЕР МЕДИА""",1001304236
"ООО ""АРИАЛ+""",0326520904
"ГБУ РД РГВК ""ДАГЕСТАН"" ИМ. ГАРУНА КУРБАНОВА",0560027510
"ООО ""НВК""",6686156722
"ООО ""РАДИО 52""",7325132595
"ООО "" ФИРМА "" ПИОНЕР """,2309062422
"ООО ""РАДИО-МАССИВ""",3911006820
"ООО ""АКСУ""",1660110918
"ООО ""РАДИОКОМПАНИЯ УСПЕХ""",5427128308
"ООО ""ЕВРОПА ПЛЮС АРХАНГЕЛЬСК""",2901004340
"ООО ""ОВК""",5981004193
"ООО ""ТРИНИТИ МЕДИА""",7721852685
"ООО ""ВИТРИНА""",9715236836
"ООО ""СРГ""",2634067930
"ООО ""ВИТЯЗЬ ТВ""",2209017271
"РЕДАКЦИЯ РАДИО ""ПОСАД""",5042072327
"ООО ""МЕДИА-РЕСУРС""",2450019326
"ООО ""ТЕЛЕТВ""",5905232529
"ООО ""РАДИО СТАНЦИЯ""",5836676023
"ООО ""СТИЛЬ""",2207005986
"ООО ""МЕДИА БРОДКАСТИНГ ГРУП""",7705943536
"ООО ""ВТРК""",6908011671
"МАУ ""ТВ МЫТИЩИ""",5029206035
"ООО ""РИА ""НДС""",5507209915
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ""СТАРТ""",7722510229
"ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ""ЮФУ"", ЮФУ",6163027810
"ООО ""РАДИОКАНАЛ 1""",8602264372
"ООО ""РАДИО НОСТАЛЬЖИ""",6450028800
"ООО ""РАДИОАЛЬЯНС""",2624029830
"ООО ""ТБС - ТЕРЕК""",0547006983
"ЗАО ""СТУПИНОАВТОТРАНС""",5045005086
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ОРБИТА""",3911008585
"ООО ""ТРАНСИНФОРМ""",6681009322
"ООО ""ПРО-РАДИО""",4401168720
"ООО ""ФЕНИКС""",5438000356
"ООО НТРК ""КАСКАД""",3903009948
"МБУК ""КИЦ""",8614000568
"ООО ""ТВ ПРОЕКТ ПРИКАМЬЕ""",5905038673
"ООО ""ТОПШОП ТВ""",7724601136
"ГАУ ОГТРК ""КРАЙ РЯЗАНСКИЙ""",6231041703
"ООО ""РАДИО 103,8""",6143051815
"ООО ""ТРК ""МИРАЖ""",6164013627
"ООО ""СМТ ""ВЕЧЕРНИЙ ДМИТРОВ""",5007011040
"ООО ""АС-ЛИДЕР""",0524008984
"ООО ""РАДИО ЛЮБОВЬ-АСТРАХАНЬ""",3015107792
"ООО ""ЮЖНАЯ ВОЛНА""",2308134748
"АНО ""ИИЦ ""ЯРКОВСКИЕ ИЗВЕСТИЯ""",7229007182
"ООО ""МЕДИА ПРО""",7701095959
"ООО ТРК  ""ДАЛЬ-ТВ""",2505013333
"ООО ""КАСПИЙ-КТВ""",0542028461
"ООО ""СЕРОВ ПЛЮС ФМ""",6680004995
"ОАО НТС ""ТВЕРСКОЙ ПРОСПЕКТ""",6905008840
"ООО ""МАГНИТ""",6615009190
"ООО ""СТРОЙФИНТОРГ""",6417970588
"ООО ""АЛЬФА""",3001041044
"ООО ""СТАРСМЕДИА""",7801405001
"ООО ""ЦЕНТР-МЕДИА""",3456002602
"ООО ""РЕГИОН-МЕДИА""",4027124096
"ООО ""РАДИО СИТИ""",4027123504
"ООО ""О-МЕДИА""",6126012037
"НЧОУ ВО ""НИЭУП""",2631017754
"ООО ""МЕДИАГРУППА""",2457066558
"ООО ""МЕДИА ГРУПП""",6732101664
"ООО ""ВОЛНА М""",7706436433
"ООО ""ВЕТТА ПЛЮС""",5906105989
"ООО ""ЭМ-СИ РАДИО""",4028021230
"МАУ ""ИНФОРМАЦИОННЫЙ ЦЕНТР""",5027327563
"ООО ""ТВК.ТВ""",5445265709
"ООО ""БАЛАКОВО 106,0""",6454122280
"ООО ""АЗОВ ФМ ПЛЮС""",6684023879
"ООО ""ТУНЗ ЭНТЕРТЭЙНМЕНТ РАША""",7704356013
"ООО ""МАКСИМУМ""",2508119641
"ООО ""СПУТНИК-ЮГ""",0259013399
"ООО ""ТРК ""МЕДИАПРОФИЛЬ""",9102058670
"ООО ""ОЛИМП""",6658248442
"ООО ""НТВ-ПЛЮС""",7726394478
"ООО ""КОНТАКТ""",8603221188
"ООО ""РАДИОМАЧТА""",5751057190
"ООО ""РАДИО РУ""",3818046890
"ООО ""РАДИОСТАНЦИЯ ""БАС""",3906017256
"ООО ""РАДИОПРОЕКТ""",2225087678
"ООО ""НОВОЕ РАДИО""",5010051927
"ООО ""РИК-МЕДИА""",1645029966
"ООО ""ЕДИНСТВО ПЛЮС""",6627017445
"ООО ""ЕВРОПА ПЛЮС ИВАНОВО""",3731024235
"ООО ""ТРК ""ЗОЛОТЫЕ ОГНИ""",6450610487
"ООО ""ВИДЕОЛАЙН""",1516609084
"ООО ""МЕДИА ИНВЕСТ""",6672138089
"ООО ""ТЕЛЕБАЛТНЬЮС""",7810429070
"ООО ""ЯМПИК""",7814636768
"ООО ""ИМА ""РАДИО-КРАЙ""",2225007979
"ООО ""ТУР+""",7107030579
"ЗАО ФИРМА ""ОТРАДА""",2345008861
"МБУ ДК ""КЫТАЛЫК""",1419005841
"ООО ""КОСТРОМА ФМ""",4401172935
"ООО ""КОНТЕНТ МЕДИА""",7723385891
"ООО ""73""",4415007040
"ООО ""ТВ ПРЕСС""",6671061161
"ООО ""ЕВРОПА ПЛЮС ЙОШКАР-ОЛА""",1215227758
"ООО ""МЕДИА ГРУППА ""ЯРЧЕ""",1515922262
"ООО ""ПАЛАСОВ""",3305795822
"ООО ""КОЛЫМА ПЛЮС""",1423000451
"ООО ""М-МЕДИАГРУПП""",5102046645
"МБУ ""МЕДИАЦЕНТР ДУБНА""",5010026600
"ООО ""ДВАЛИН""",5190004433
"ООО  ""НИЖЕГОРОДСКОЕ ОБЛАСТНОЕ РАДИО""",5260381205
"ООО ""ЕДИНСТВО""",1650349016
"ООО ""ПАНАМАТЕЛЕКОМ""",7536046289
"ООО ""ЖАР ПТИЦА""",0274918360
"ООО ""ТЕЛЕОКА-ИНФО""",5252016262
"МУ ""РЕДАКЦИЯ ""РАДИО-РОДНИКИ""",3721006082
"ООО ""ТАРТИП""",0269996155
"ООО ""РАДИО СЕТЬ""",1901131152
"ООО ""БЕСТСЕЛЛЕР""",6660046066
"ООО ""ВАБ""",2340132110
"ООО ""М-ТЕЛЕКОМ""",5606020639
"ООО ""ТОЧКА РУ""",5615013194
"ООО ТРК ""ЕВРОПРОЕКТ""",7303015104
"ООО ""ИВМЕДИА-АСТРАХАНЬ""",4401167029
"ООО ""ИВМЕДИА-КОСТРОМА+""",4401167050
"ООО ""ИВМЕДИА-ОРЁЛ""",4401167011
"ООО ""ИВМЕДИА-КОСТРОМА""",4401167036
"ООО ""ИВМЕДИА-ПЕНЗА""",5837064520
"ООО ""РАДИО ВАНЯ-ЕГОРЬЕВСК""",5049023209
"ООО ""ЛАМА""",3301034760
"ООО ""ТРАК""",6614006076
"ООО ""НАШЕ НЕЛИДОВО""",6912011850
"ООО ""РАТНИК""",7703717852
"ООО ""ТРК КОНТРАСТ""",8603010290
"ООО ""РЕГИОНАЛЬНАЯ МЕДИА-ГРУППА""",2310089845
"ООО ""ГАРАНТ-ТЕЛЕСЕТИ""",1841000610
"АНО РАДИОКАНАЛ ""РАДИО ВЕРА ВЕРХНЕВОЛЖЬЕ""",6950194718
"ОАО РЕДАКЦИЯ ТЕЛЕКАНАЛА ""ПЕРЕСЛАВЛЬ""",7608006231
"ПРЕСС-ЦЕНТР МО ""ХИВСКИЙ РАЙОН""",0529909615
"АО ""ВПП""",7703595604
"АО ""РЕГИОНАЛЬНЫЙ РАДИОКАНАЛ""",7707248760
"ООО ""ЭКСКЛЮЗИВ-ТВ""",0529909291
"ООО ""КИНОКЛУБ""",9717038981
"ООО ""АРАДИО-КАЛУГА""",4027129633
"ООО ""РТКОМ""",1326191779
"ООО ""БОРА""",4715013365
"ООО ""ТОЧКА ОТРЫВА""",9717044946
"ООО РИА ""ФЕНИКС""",1433019275
"ООО ""КОНКОРТ-1""",1003003837
"ООО ""ЛЮБИМОЕ РАДИО""",0278087999
"ООО ""РОДНОЙ МОТИВ""",4401173512
"ООО ""МЕГАЛИНК""",8605016025
"ООО  ""ТЕЛЕКАРТА""",7714813068
"ООО ""СЕМЬ КРУГОВ""",4909105382
"ООО ""ОТКРЫТОЕ ТЕЛЕВИДЕНИЕ""",9715278441
"ООО ""РТ""",2310088753
"ООО ""МЕДИА АЛЬЯНС""",5190022190
"ООО ""ТЕЛЕКАНАЛ САРОВ""",5254491545
"АНО ""НТМ""",1328013115
"ООО ""ТАЙМ МЕДИА ГРУПП""",9710021499
"ООО ""ЭФИР МЕДИА""",8605027958
"ООО ""ЭЛЕКТРОСВЯЗЬ""",6629014954
"ООО ""СЛАВЯНСКИЙ МИР""",9109018926
"ООО ""ВЕКТОР""",3241013650
"ООО ""ТОМСКОЕ ВРЕМЯ""",7017264879
"ООО  ТК "" ТАКТ""",4629026427
"ООО ""РАДИО-КАНАЛ-3""",2225014253
"""РАДИО АГРЫЗ""",1601001032
"ООО ""КАМИЛЬЁН""",7704724524
"ООО ГК ""НЕМО""",2301081920
"ООО ""РАДИО ИНТЕРНЕШНЛ КРЫМ""",9102193301
"ООО ""РА МЕДИА СЕРВИС РЕГИОН""",7710626839
"ООО ""МУЗЫКАЛЬНЫЙ КАНАЛ""",7701097547
"ООО ""25 КАДР""",1901130769
"ООО ""МЕДИАКОМ КРЫМ""",9102191505
"МАУК ""ШГСКК""",3706001308
"ООО ""РАДИО РЕГИОН КРЫМ""",9102193319
"ООО ""РЕЗУЛЬТАТ""",5017088588
"ООО ""ЭКРАН ТВ""",7404067691
"ООО ""ДОТДТЕХНОЛОДЖИ""",7703410758
"ООО ""СОЛТ МЕДИА""",9715287407
"ООО""СТРК ТВКОМ""",5045059589
"ООО ""ДИЛАЙТ""",1510017596
"ООО ""СВОЯ КОМПАНИЯ ПЛЮС""",3820014729
"МБУ ""УТВ""",6830002686
"ООО ""РУССКАЯ ТРОЙКА НОВОКУЗНЕЦК""",4217094876
"ООО ""КОРПОРАТИВНЫЕ МЕДИА""",6686082090
"ГБУ РА ""МАЙКОПСКОЕ ТЕЛЕВИДЕНИЕ""",0105029590
"ООО ""АЛЬЯНС""",7311005759
"ООО ""ТВ МАСТЕР""",2352026300
"ООО ""УПРАВЛЕНИЕ РЕКЛАМЫ""",9102064225
"ООО ""ЮВЕНТА""",5957014923
"ООО ""ТСН""",7106517507
"ООО ""БАСТИОН""",2632106809
"ООО ""ТВ ПРИЧУЛЫМЬЕ""",2456015159
"МАУ ""ГУБКИНСКИЙ ТЕЛЕРАДИОКОМИТЕТ""",3127007958
"ООО ""ГРУППА ИНЖЕНЕРНЫХ ТЕХНОЛОГИЙ""",5073008843
ООО СИСТЕМЫ БЕЗОПАСНОСТИ,6134012457
"ООО ""ПОРТАЛ""",3651009351
"ООО ""Д-М""",2540178514
"ООО ""СТРОЙ ДОМ""",7313006324
"АО ""ТВС""",5243010049
"ООО ""ЛЫТКАРИНСКИЙ МЕДИАЦЕНТР""",5026015000
"ООО ""ДИКОЕ ТВ""",9715294250
"ООО ""ОВИДЕО.РУ""",7719721124
"ООО ""НСН""",7734654480
"МБУ""СМИ ТАЗОВСКОГО РАЙОНА""",8910000166
"ООО ""АЛЛО СОВЕТСКАЯ ГАВАНЬ-ВАНИНО""",2704024562
"ООО ""ТЕЛЕКОМПАНИЯ ""ДИАЛОГИ О РЫБАЛКЕ""",7736295959
"ООО ""НОВАЯ ВОЛНА""",1652024126
"ООО ""ПРАЙМ СИНЕМА - ТВ""",9715290022
"ООО ""НАШЕ ТВ""",5404049233
"АО ""РУССКОЕ РАДИО-ЕВРАЗИЯ""",7710206640
"ООО ""МЕДИАГРУПП НЬЮСФРОНТ""",9104005842
"ООО ""РЕДАКЦИЯ ГАЗЕТЫ ""НОВОЧЕРКАССКИЕ ВЕДОМОСТИ""",6150099818
"ГБУ НО ""НГОТРК  ""ННТВ""",5262000134
"ООО ""ТЕЛЕМИР""",6730071492
"ООО ""ТУЛАЭКОНОМЭНЕРГО""",7117501509
"ООО ""БАЛТИЙСК ТВ""",3901502347
"ООО ""ПКФ""УРАЛКОМП""",5908032020
"ООО ""ЖИВИ""",9701072070
"АУ РК ""РИА ""КАЛМЫКИЯ""",0816005116
"ООО ""НОВЫЕ СИСТЕМЫ""",2368001333
"ООО ""АЛЬЯНС-М""",4703148590
"ООО ""ТВК 24""",2460079155
"МАУ МО ЗАРЕЧНЫЙ ""ГТЦ""",6609006828
"ООО ""ЕРМАК-ОТ""",6671062550
"ООО ТРК ""РЕГИОН-АМУР""",2801066134
"ООО ""ТАФИ МЕДИА ЛАБ""",7813239849
"ООО ""РИЧИ МЕДИА ГРУП""",7714974837
"ГКУ ""КБР-МЕДИА""",0725009184
"ООО ""ДИАПАЗОН 64 ФМ""",6445019688
"ООО ""ММА-ТВ.КОМ""",9715302574
"ООО ""МАКСИМУМ-КРЫМ""",9102220001
"ООО ""РУССКОЕ РАДИО-КРЫМ""",9102220019
"ООО ""РАДИО ЕЙСКА""",2361014679
"МБУК ""КДК""",2469002012
"ГАУ РСО-АЛАНИЯ ""НТК ""ОСЕТИЯ-ИРЫСТОН""",1513064347
"ООО ""МЕДИА МИКС""",1645032013
"ООО ""АВТОМЕДИА ФМ""",5834118658
"ООО ""С-МЕДИА""",4329010754
"ООО ""ОРЕЛБИЗНЕСГРУПП""",5753068511
"ООО ""СТУДИЯ ""ТОТЕМ""",0276087697
"ООО ""РАДИО""",3128081961
"ООО ""РЕКЛАМА""",3128105919
"ООО ""ЭКОЛОГИЧЕСКИЙ ФАКТОР""",7721246878
"АНО ""РЕДАКЦИЯ ПАРЛАМЕНТСКОГО ТЕЛЕВИДЕНИЯ ГД ФС РФ""",9710033173
"ООО ""МЕДИА-100""",7707378311
"ЧУ ""ИЗДАТЕЛЬСКИЙ ДОМ ""ХУЗУР""",1655258637
"ООО ""ДЕЛЬТА""",7113502300
"ООО ""ТК ""АННА""",3601010954
"ООО ""МТК""",7610097980
"ООО ""АРТИКО""",0277135008
"ООО ""СТАРТ МЕДИА""",9717059759
"ГАУ СК ""СТАВРОПОЛЬСКОЕ ТЕЛЕВИДЕНИЕ""",2636207413
"АНО ""РАДИО ВЕРА ЮГРА""",8601064204
"МАУ СМИ ""КВАНТ""",4214034477
"ООО ""РАДИО-ПЛЮС""",2226022828
"ООО ""МЕГА ФМ 26""",2636214097
ООО МОТОРСПОРТ ТВ ГРУПП,7707392154
"ООО ""МОНТАЖ СВЯЗЬ ТВ""",5022086057
"МБУ ""БИЗНЕС ЦЕНТР"" НАМСКОГО УЛУСА",1417009978
"ООО ""ТК ЮГРА ТРЕВЕЛ""",8602280575
"ООО ""ПИНГ-ФМ""",2301094687
"ООО  ""ЭЛЕКТРОН-ТЕЛЕКОМ""",5012072168
"ООО ""НМГ ИНФОРМ""",7704384155
"ООО ТРК ""АТАМАН""",2348039360
"ООО ""МЕДИА СЕТИ""",2130130413
"ООО ""АВАНГАРД""",0267011349
"ООО ""РЕАЛИНФО""",3329092226
"ООО ""ГРИФ""",4501047776
"ООО ""СВЯЗЬТЕЛЕКОМ""",7417015958
"ООО ""ЧАС ПИК НВ""",8603153509
"МБУ ""ТРОИЦКАЯ ТЕЛЕРАДИОКОМПАНИЯ""",7451468700
"ООО ""РАДИО СЕТИ НН""",2119006405
"ФОНД ""ЕДИНЫЙ ЦЕНТР РАЗВИТИЯ СЕЛЬСКОГО ХОЗЯЙСТВА""",7810303976
"ООО ""РАДИОСЕТЬ""",3016065496
"ООО ""РЕКОРД""",0255020518
"АНО ИЦР ""СОФИЯ""",3525406951
"ООО ТК ""КАНСК 5 КАНАЛ""",2450000967
"ООО ""ФМ-МЕДИА""",5835124968
"ООО ""МЕДИА ФЕРМА""",2457083095
"ООО ""ТЕХНОЛОДЖИ""",6611010451
"АО ""ТВ БРИКС""",7727329908
"АУ РК ""ИНФОРМАЦИОННОЕ АГЕНТСТВО ""РЕСПУБЛИКА КАРЕЛИЯ""",1001037936
"ООО ""АНАСТАСИЯ""",5043047958
"ООО ""ВТК""",3438006989
"ООО ""АЙТИПЕКС""",5028034200
"ООО ""МАЛ-РАДИО""",5262352062
"ООО ""ЭКРАНИКА""",1006011804
"ООО ""СИБИРСКАЯ РАДИОСЕТЬ""",2222863393
"ООО ""МЕДИА-ЦЕНТР""",3528121143
"ООО ""АРАДИО-БРЯНСК""",3257055303
"ГАУК ""МЭТР""",1215137448
"ООО ""ВОСТОК ТВ""",7724422190
"ООО ""РАДИО АЛИСА ФМ""",0400005035
"МБУК ""ПЦКИД""",7115021592
"ООО ""ПРОРАДИО""",6829139421
"МАУ ТРК ""МУРОМСКИЙ МЕРИДИАН""",3307015700
"ООО ""ГИГАНТ-СЕРВИС""",7107121226
"ООО ""ЭТАЛОН""",2301086453
"ООО ""ЦКТВ""",4307019560
"ООО ""МР""",1831138440
"КЧ РГАУ ""ЦЕНТР РАЗВИТИЯ СВЯЗИ И КОММУНИКАЦИЙ""",0917032589
"ООО ""РАДИО ВОЛГОГРАД""",3444257370
"ООО ""ТЕЛЕКОМПАНИЯ ""ГОРОД""""",6234167535
"ООО "" ТЕЛЕКОМПАНИЯ "" РИФЕЙ - ПЕРМЬ """,5903030118
"ООО ""ИНФОЦЕНТР""",2452050201
"ООО ""ВГТРК""",4702018408
"АНО ""ТК ""ТВ-ИН""",7456031537
"ООО ""ДИМТВ""",7302029070
"ООО ""Т-ТК""",3816011570
"МБУК ""КИРЕЕВСКИЙ РКИЦ ""ДЕДОСЛАВЛЬ""",7128028411
"ООО ""РАДИО-100""",6168093493
"ООО ""М. МЕДИА""",7455009602
"ООО ""МЕДИАСФЕРА""",1837017971
"ООО ""СОФТЛАЙН""",7734686210
"ООО ""ПЕРВОЕ АЛЕКСЕЕВСКОЕ""",2807012897
"ООО ""АГЕНТСТВО Е""",7113001664
"МБУ ""РЕДАКЦИЯ ГОРОДСКОЙ ГАЗЕТЫ ""НЕВИННОМЫССКИЙ РАБОЧИЙ""",2631044821
"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ВЕЛЕС ПРОДАКШН""",6317102130
"ООО ""РАДИОВОЛНА""",7203199232
"ООО ""МЕДИА РЕСУРС""",7206033115
"АНО ""РАДИО ВЕРА КАЗАНЬ""",1655399733
"ДПЦ ""ГРАД КРЕСТА""",2635233322
"ООО ""МАРИЯ""",8905064260
"ООО ""СЭТ МЕДИА""",2723176539
"ООО ""МЕДИА ПЛЮС""",0255020807
"ООО ""НАСЛЕДИЕ""",0562066070
"АО ""ТНТ-ТЕЛЕСЕТЬ""",7703171771
"ООО ""МАРКЕТ ТВ""",4345104632
"ООО ""МЕДИА-СВЯЗЬ""",0503008775
"МБУ ""ТТРК ""ВЕКТОР""",6676003526
"ООО ""ФМ-ПРОЕКТ""",3528287036
"ООО ""РИА ""АЛТЫН КЁЛЬ""""",0400006889
"ООО ""МЕДИА МИР""",3525302328
"АО ""ТВ СЕРВИС""",7703136921
"ООО ""ВЫБИРАЙ МЕДИА""",6315014304
"ООО ""УНИОН""",7104076818
"ООО ""МЕДИА-СЕРВИС""",1643015573
"МКУ ""МЕДИАЦЕНТР""ДОЛГОПРУДНЫЙ""",5047164282
"МБУ ""КРАСНОГОРСКОЕ ТЕЛЕВИДЕНИЕ""",5024175954
"ООО ""ТЕЛЕВИДЕОЦЕНТР""",5911040720
"ООО ""ТК 8 КАНАЛ""",2463106329
"ООО МЕДИАХОЛДИНГ ""ЛЯ МАЖОР""",7207004710
"ООО ""Н-МЕДИА""",2609024837
"ООО ""ПЕРВЫЙ КАБЕЛЬНЫЙ""",5406989828
"ООО ""ЕВРОПА ПЛЮС АСТРАХАНЬ""",3025033356
"ООО ""ФМ""",7203399672
"ООО ""РИА-7""",7203419953
"ООО ""ОВАА МЕДИА""",1701056155
"ООО ""БОКС ТВ""",6671082250
"ЗАО ""ТЕЛЕСКАН""",7820004904
МАУ ДЮРТЮЛИ-ТВ РБ,0260005917
"ООО ""АРАДИО ТЮМЕНЬ""",7203235603
"ООО ""КЧР-ТЕЛЕКОМ""",0917033769
"ООО ""БАСКЕТ МЕДИА""",7720399938
"ООО ""ЛИТЕРАТУРНАЯ КОЛЛЕКЦИЯ""",7704576330
"ООО ""МАЛИНА МЕДИА""",6114017295
"ООО ""МИЦ ""ИЗВЕСТИЯ""",7704399970
"ООО ""КУРГАНСКОЕ ТЕЛЕВИДЕНИЕ""",4501145318
"ООО ""СИГНАЛ МЕДИА""",7736317306
"ООО КОМПАНИЯ ""ПОДРЯД""",2538015865
"МАУ ""ГОРОДСКОЙ ИНФОРМАЦИОННЫЙ ЦЕНТР""",2315207556
"ООО ""СПБТВ МЕДИА""",7716922680
"ООО РА ""ПАНОРАМА""",6950197405
"ООО ""МАКСИМУМ РАДИО""",7710039527
"АО ""КОРПОРАЦИЯ ""РАДИО-АРТ""",7710034021
"ООО ""ПОБЕДА""",7202204338
"АО ""СТС""",7707115217
"ООО ""АТЕЛРЫБИНСК""",7610103240
"ООО ""КАСПИО МЕДИА""",7714431284
"ООО ""ДИАЙТИ МЕДИА""",5920039287
"ООО ""МЕДИА СЕВЕР""",0257011558
"ООО ""ОБЩЕСТВО ИНВАЛИДОВ""",2902085302
"ООО ""ЛИСС МЕДИА""",9715319592
"МАУ ""ТВ ""ПОИСК""",5020083967
ФОНД ПРАВОСЛАВНОГО ТЕЛЕВИДЕНИЯ,7725070375
"АУ БЕЛОЯРСКОГО РАЙОНА ""БИЦ ""КВАДРАТ""",8611004571
"ООО ""РЕД""",4707040319
"ООО ""МЕДИА-ТЕЛЕКОМ""",9705119202
"ООО ""КВАРЦ""",5036009503
"ООО ""РАДИО ИНТЕРНЕШНЛ""",4401160224
"ООО ""МАТРИЦА""",6915016180
"МБУ ЭСМИ ""ТК ""ТВЧ""",9110015849
"ООО ""НОЛЬ ПЛЮС МЕДИА""",7722854678
"МАУ ""СТВ""",0267002746
"ООО ""РУИС""",1510018222
"ООО ""БАРС""",5018177819
"ООО ""ДИАНА""",6350013568
"ООО ""АИВА""",7802655533
"ООО ""ВЕТА""",7424023156
"ООО ""РТМ""",0278942910
"ООО ККФ ""Тонус""",5042021594
"ООО ""ЭЙЧ ДИ МЕДИА""",5040140300
"ООО ""ПАУЭРНЕТ""",3435100768
"ООО ""АЛЬТАИРТРАНСТУР""",5251113400
"ООО ""КУРОРТ ТВ""",7736316905
"ООО ""СЕВЕР МЕДИА""",3702121724
"ООО ""ЗЛАТ-ТВ""",7404076294
"МУ ""РЕДАКЦИЯ ГАЗЕТЫ ""СВЕТЛЫЕ ВЕСТИ""",6434012232
"ЗАО ""КОНТАКТ-ТВ""",1325128407
"ООО ""РБК ЧЕРНОЗЕМЬЕ""",3664128645
"ООО ""МРП-ГРУПП""",1658210834
"ООО ""БОЛЬШАЯ АЗИЯ""",9717077821
"ООО ""ИРАФ-ФМ""",1513072725
"ООО ""НИКА""",2444002701
"ООО ""НМГ РЕГИОН""",4401189738
"АНО ""ТРК ""СЕВЕР""",5104004739
"ООО ""ТЕХНОПАРК""",9717075768
"МП ГО АО ""МИРНЫЙ"" ""МУНИЦИПАЛ-СЕРВИС""",2925003610
"ООО ""МГ ""НАШ ГОРОД""",4704060892
"ООО ""МЕДИАХОЛДИНГ СТОЛИЦА""",0562073857
"ООО ""РЕГИОН ТВ""",4101188275
"ООО ""КВАДРО""",1513073292
"ООО ""МЕДИА ГРУП""",4214040093
"ООО ""МАСС-МЕДИА ЦЕНТР""",4101088440
"ООО ""РАДИО СИБИРИ""",8617035368
"ОГАУ ИД ""УЛЬЯНОВСКАЯ ПРАВДА""",7325043842
"ООО ""МЕДИАГОРОД-ПЛЮС""",6680002050
"ООО ""МУВИ ТВ""",7724465042
"ООО ""ПРОГРЕСС""",2903011906
"ООО ""ТЕЛЕКАНАЛ НАРОДНОЙ МУЗЫКИ""",5047220554
"НП ""ПТК""",7709524991
"ООО ""АРТАНАС""",5118004256
"ООО ""ПИРК""",5933011151
"ООО ""МИР РАДИО""",3105004625
"ООО ""ТЕЛЕКОМПАНИЯ ""ТЫНДА""",2808003461
"ООО ""СФЕРА 24""",2463256067
ООО ''ЦЕНТРМЕДИА'',7805093307
"ООО ""РЕКЛАМНОЕ АГЕНТСТВО ""ИНЕТ""",3808213407
"ООО ""ДЖЕМ""",6914019340
"МБУ ""АХТУБИНСКИЙ МЕДИАПАРТНЕР""",3000020757
"МАУ ""ТРК ""РАДОНЕЖЬЕ""",5042055025
ООО БАРС МЕДИА,3702598323
"МКУ КМО ""ЦЕНТР МОЛОДЁЖНЫХ ПРОЕКТОВ""",2611700289
"ООО ""РТО""",7203478564
"ООО  ""НОВЫЙ ВЕК - МОРШАНСК""",6826512395
"ООО ""ИМПЕРИЯ РЕКЛАМЫ""",7205031267
"ООО ""АС МЕДИА""",5918217246
"ООО ""СЕДЬМАЯ ВОЛНА""",6226013429
"ООО ВК ""ТЕЛЕСФЕРА""",2463011765
"ООО ""ИНФОРМАЦИОННЫЕ СИСТЕМЫ""",1835065257
"ООО ""МЕДИА РЕШЕНИЯ""",9705114476
"ООО ""МЕДИА-ПРЕСТИЖ""",2130010356
"ООО ""РАДИО УНИВЕРСИТЕТ САНКТ-ПЕТЕРБУРГ""",7801651952
"ООО ""РАДИО УНИВЕРСИТЕТ МОСКВА""",7801651977
"ООО ""НКТВ""",2124020998
"ООО ""ГУДТАЙМ МЕДИА""",7721485386
"ООО ""ТРК ""11 КАНАЛ""",3802005062
"ООО ""БТВ""",1658215529
"ООО ""ХАЙТЭК""",4909092060
"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ИЗВЕСТИЯ МОРДОВИИ""",1326136880
"ООО ""СМГ""",2225201990
"МАУ ""ИНФОРМАЦИОННЫЙ ЦЕНТР ""НОРИЛЬСКИЕ НОВОСТИ""",2457051537
"МБУ ""РЕДАКЦИЯ ГАЗЕТЫ ""РАБОЧАЯ БАЛАХНА""",5244003527
"АО ""АЛЬТАГЕН""",7729598896
"АНО ""ИА ""ЧУКОТКА""",8700000353
